CHUNK_INDEX | TEXT_EN | TEXT_VI | ZALO_AUDIO_URL | GLOBAL_START_END
2 | the immediate e3 is certainly worth exploring, although black appears to gain a good game | e3 trước mắt chắc chắn đáng để khám phá, mặc dù màu đen có vẻ mang lại một trò chơi hay | N/A | 600.0-604.42
2 | after d5. | sau d5. | https://s9-zstorage.zdn.vn/d1f622b283ed6ab333fc/97cce99dcbf94c6fa857a7c4337b73be.mp3?authen=exp=1782994837~hmac=fc099ec130cb71fbd88b9a85e2caa0fe | 604.42-606.34
2 | An interesting way to prepare this move is by first playing a3. | Một cách thú vị để chuẩn bị cho nước đi này là trước tiên hãy chơi a3. | N/A | 606.34-610.44
2 | This helps prepare e3, as black cannot rely upon d5, followed by knight b4. | Điều này giúp chuẩn bị e3, vì quân đen không thể dựa vào d5, tiếp theo là hiệp sĩ b4. | N/A | 610.44-616.7
2 | a3 is also a useful move to prepare queen side expansion with b4. | a3 cũng là một động thái hữu ích để chuẩn bị mở rộng phía nữ hoàng với b4. | N/A | 616.7-621.38
2 | It's possible to discourage this plan with a5, but this does weaken the b5 square, | Có thể ngăn cản kế hoạch này bằng a5, nhưng điều này làm suy yếu hình vuông b5, | N/A | 621.38-626.54
2 | and white may still be able to achieve an eventual b4 with proper preparation. | và quân trắng vẫn có thể đạt được b4 nếu có sự chuẩn bị thích hợp. | N/A | 626.54-631.28
2 | A more flexible choice is to play in the style of Grandmaster Michael Adams with a6, | Lựa chọn linh hoạt hơn là chơi theo phong cách của Đại kiện tướng Michael Adams với a6, | N/A | 631.28-636.56
2 | creating the familiar escape square on a7 if necessary. | tạo ô thoát quen thuộc trên a7 nếu cần. | N/A | 636.56-640.0
2 | His opponent, Grandmaster Víctor Lasnichka, continued with e3, when after black castled, | Đối thủ của anh ta, Grandmaster Víctor Lasnichka, tiếp tục với e3, khi sau khi nhập thành đen, | N/A | 640.0-646.68
2 | we see the king's side knight enter the action from the e2 square. | chúng ta thấy hiệp sĩ bên nhà vua tham gia hành động từ ô e2. | N/A | 646.68-650.56
2 | The knight is a bit less active than it was on f3, but in this case the light-squared | Hiệp sĩ kém hoạt động hơn một chút so với ở f3, nhưng trong trường hợp này, bình phương ánh sáng | N/A | 650.56-654.86
2 | bishop enjoys greater freedom on the long diagonal. | tượng được hưởng sự tự do lớn hơn trên đường chéo dài. | N/A | 654.88-658.04
2 | Grandmaster Adams continued with the typical d6, supporting the center while liberating | Đại kiện tướng Adams tiếp tục với d6 điển hình, hỗ trợ trung tâm đồng thời giải phóng | N/A | 658.04-663.38
2 | the light-squared bishop. | giám mục bình phương ánh sáng. | N/A | 663.38-665.28
2 | White has a variety of options to explore, including d4 and castling king side, but white | Trắng có nhiều lựa chọn để khám phá, bao gồm cả d4 và vua nhập thành, nhưng trắng | N/A | 665.28-671.06
2 | decided to play the prophylactic h3, discouraging bishop g4 as white prepares the central pawn | quyết định chơi h3 dự phòng, làm nản lòng tượng g4 khi quân trắng chuẩn bị con tốt trung tâm | N/A | 671.06-677.06
2 | break d4. | phá vỡ d4. | N/A | 677.06-678.94
2 | In some cases, white may even consider g4 in knight g3, eyeing the enemy f5 and h5 squares, | Trong một số trường hợp, quân trắng thậm chí có thể xem xét g4 trong hiệp sĩ g3, để mắt đến các ô vuông f5 và h5 của đối phương, | N/A | 679.02-685.9
2 | but continuing to weaken the king's side is not a decision to take lightly. | nhưng tiếp tục làm suy yếu phe nhà vua không phải là một quyết định xem nhẹ. | N/A | 685.9-690.1
2 | Grandmaster Adams continued with bishop a7, but let's first understand why black wouldn't | Đại kiện tướng Adams tiếp tục với Bishop a7, nhưng trước tiên hãy hiểu tại sao màu đen lại không | N/A | 690.1-694.46
2 | activate the light-squared bishop with bishop e6. | kích hoạt giám mục bình phương ánh sáng với giám mục e6. | N/A | 694.46-697.74
2 | This appears to be a strong move, activating the bishop while attacking the c4 pawn. | Đây có vẻ là một bước đi mạnh mẽ, kích hoạt tượng trong khi tấn công con tốt c4. | N/A | 697.74-702.88
2 | But now the light-squared bishop and knight on c6 are suddenly in forking distance | Nhưng bây giờ quân tượng và hiệp sĩ bình phương ánh sáng ở c6 đột nhiên ở khoảng cách xa nhau | N/A | 702.88-706.56
2 | of a pawn. | của một con tốt. | N/A | 706.56-708.34
2 | Instead of defending c4 directly, white has the strong tactical shot, d4. | Thay vì phòng thủ trực tiếp c4, quân trắng có cú đánh chiến thuật mạnh mẽ, d4. | N/A | 708.38-713.84
2 | Attacking the dark-squared bishop, so after e takes d4, e takes d4. | Tấn công quân tượng bình phương tối, nên sau e lấy d4, e lấy d4. | N/A | 713.84-719.56
2 | The dark-squared bishop cannot both retreat to safety as well as prevent the deadly | Vị giám mục trong bóng tối không thể vừa rút lui đến nơi an toàn vừa ngăn chặn được thảm họa chết người | N/A | 719.56-723.4
2 | forked d5, so after bishop a7, white simply wins a piece with d5, forking the bishop | chia đôi d5, vì vậy sau quân tượng a7, quân trắng chỉ thắng một quân với d5, chia quân tượng | N/A | 723.4-730.54
2 | in knight, an instructive tactical resource to keep in mind. | trong hiệp sĩ, một nguồn tài nguyên chiến thuật mang tính hướng dẫn cần ghi nhớ. | N/A | 730.54-735.28
2 | The dark-squared bishop is vulnerable to both d4 and b4, so black spends a tempo to secure | Tượng hình vuông tối dễ bị tổn thương bởi cả d4 và b4, vì vậy quân đen dành một nhịp độ để bảo vệ | N/A | 735.28-741.1800000000001
2 | this piece with bishop a7. | mảnh này với Bishop a7. | N/A | 741.1800000000001-743.58
2 | White is preparing to strike in the center with d4, possibly opening the center, so this | Trắng đang chuẩn bị tấn công vào trung tâm với d4, có thể mở trung tâm, nên điều này | N/A | 743.58-748.1800000000001
2 | is a good signal for white to castle. | là một tín hiệu tốt để quân trắng vào lâu đài. | N/A | 748.1800000000001-751.1800000000001
2 | Now that the bishop is on a7, no longer vulnerable to a d4 shot. | Bây giờ quân tượng ở a7, không còn dễ bị bắn d4 nữa. | N/A | 751.1800000000001-756.34
2 | Attacking the c4 pawn with bishop e6 is possible when white may respond with b3 or knight | Có thể tấn công con tốt c4 bằng tượng e6 khi quân trắng có thể đáp trả bằng b3 hoặc hiệp sĩ | N/A | 756.34-761.8199999999999
2 | d5, interesting options worth considering. | d5, những lựa chọn thú vị đáng xem xét. | N/A | 761.88-765.56
2 | In the game, Grandmaster Adams decided to centralize his rook with rook e8. | Trong trò chơi, Đại kiện tướng Adams quyết định tập trung quân xe của mình bằng quân e8. | N/A | 765.56-770.4
2 | When white completed his plan of central expansion with d4, in the game black decided to play | Khi quân trắng hoàn thành kế hoạch mở rộng trung tâm với d4, trong ván cờ đen quyết định chơi. | N/A | 770.4-775.48
2 | h6 before playing e takes d4. | h6 trước khi chơi e mất d4. | N/A | 775.48-778.8
2 | It was also possible to play e takes d4 immediately, when after e takes d4, opening up a path | Cũng có thể chơi e lấy d4 ngay lập tức, khi sau e lấy d4, mở ra một con đường | N/A | 778.8-785.56
2 | for the dark-squared bishop, black can secure the g5 square with h6, eliminating | đối với quân tượng có hình vuông tối, màu đen có thể bảo vệ hình vuông g5 bằng h6, loại bỏ | N/A | 785.56-791.16
2 | any possible bishop g5 ideas, while also creating a potential escape square for the light-squared | bất kỳ ý tưởng Bishop g5 nào có thể, đồng thời tạo ra một hình vuông thoát tiềm năng cho bình phương ánh sáng | N/A | 791.16-796.46
2 | bishop after bishop f5, opening up the h7 square if necessary. | giám mục nối tiếp giám mục f5, mở ô vuông h7 nếu cần thiết. | N/A | 796.46-801.78
2 | White is in no rush to play d5, gaining a tempo against the knight but also revealing | Trắng không vội chơi d5, giành được nhịp độ trước quân mã nhưng cũng để lộ | N/A | 801.78-806.3
2 | the dark-squared bishop's pressure down the diagonal. | áp lực của giám mục bình phương tối xuống đường chéo. | N/A | 806.3-809.46
2 | This also opens up the e5 square for black's knight, attacking the c4 pawn. | Điều này cũng mở ra ô e5 cho hiệp sĩ đen, tấn công con tốt c4. | N/A | 809.46-814.62
2 | In these sorts of positions it's often a good idea to play king h2, helping secure | Trong những tình huống như thế này, bạn nên chơi vua h2, giúp đảm bảo an toàn. | N/A | 814.62-819.14
2 | the h3 pawn, as well as avoiding the unpleasant alignment with black's dark-squared bishop, | con tốt h3, cũng như tránh sự liên kết khó chịu với quân tượng hình vuông tối của quân đen, | N/A | 819.14-824.36
2 | which can be a source of tactical oversights later in the game. | có thể là nguyên nhân của những sơ suất về mặt chiến thuật sau này trong trò chơi. | N/A | 824.36-828.2
2 | White is prepared to expand on the queen's side with b4, and decide whether the bishop | Trắng sẵn sàng mở rộng về phía hậu với b4, và quyết định xem quân tượng có | N/A | 828.2-832.24
2 | is best placed on b2, e3, or f4. | được đặt tốt nhất trên b2, e3 hoặc f4. | N/A | 832.24-836.9200000000001
2 | Black may consider knight e7, clearing the path for c6, and if allowed, d5, fighting | Đen có thể xem hiệp sĩ e7, dọn đường cho c6, và nếu được phép, d5, giao tranh | N/A | 836.9200000000001-842.84
2 | for central space. | cho không gian trung tâm. | N/A | 842.84-844.76
2 | The position remains roughly balanced, but this is a typical English position in which | Vị trí vẫn gần như cân bằng, nhưng đây là vị trí điển hình của người Anh, trong đó | N/A | 844.76-848.6800000000001
2 | all of the pieces remain on the board, with only a single pawn exchange so far, leading | tất cả các quân cờ vẫn còn trên bàn cờ, cho đến nay chỉ có một cuộc trao đổi cầm đồ duy nhất, dẫn đầu | N/A | 848.7-853.3
2 | to a rich middle game struggle. | đến một cuộc đấu tranh giữa trò chơi phong phú. | N/A | 853.3-856.6600000000001
2 | So far we've examined black's solid approach of reinforcing the center with an eventual | Cho đến nay chúng ta đã xem xét cách tiếp cận vững chắc của người da đen trong việc củng cố trung tâm bằng một chiến lược cuối cùng. | N/A | 856.6600000000001-860.7
2 | d6, typically after the dark-squared bishop has entered the action so as not to interfere | d6, thường là sau khi quân tượng hình vuông tối đã tham gia hành động để không can thiệp | N/A | 860.7-865.5799999999999
2 | with its scope. | với phạm vi của nó. | N/A | 865.5799999999999-866.8199999999999
2 | A more ambitious approach is to use this pawn to strike in the center with d5. | Một cách tiếp cận đầy tham vọng hơn là sử dụng con tốt này để tấn công vào trung tâm với d5. | N/A | 866.8199999999999-871.46
2 | This can be prepared by first playing c6, when white can play the provocative knight | Điều này có thể được chuẩn bị bằng cách chơi c6 lần đầu tiên, khi quân trắng có thể đóng vai hiệp sĩ khiêu khích | N/A | 871.46-875.62
2 | f3, attacking black's center and trying to lure the center pawn forward, leading to double-edged | f3, tấn công vào trung tâm quân đen và cố gắng dụ quân tốt ở giữa về phía trước, dẫn đến thế cờ hai lưỡi | N/A | 875.64-881.24
2 | play. | chơi. | N/A | 881.24-882.36
2 | Or white may decide to strike in the center immediately with d4, another important variation | Hoặc quân trắng có thể quyết định tấn công vào trung tâm ngay lập tức với d4, một biến thể quan trọng khác | N/A | 882.36-887.28
2 | worth examining. | đáng để kiểm tra. | N/A | 887.28-889.1600000000001
2 | A more direct as well as popular way to provoke a central crisis is to strike in the center | Một cách trực tiếp và phổ biến hơn để kích động một cuộc khủng hoảng trung tâm là tấn công vào trung tâm. | N/A | 889.1600000000001-893.52
2 | immediately with d5. | ngay lập tức với d5. | N/A | 893.52-895.8
2 | Turning the game into the reversed open Sicilian, in e4 opening with colors | Biến trò chơi thành Sicilia mở đảo ngược, mở đầu e4 với màu sắc | N/A | 895.8-899.6800000000001
3 | First, mimicking how White handles the Sicilian, except being down a tempo. | Đầu tiên, bắt chước cách White xử lý Sicilia, ngoại trừ việc giảm nhịp độ. | N/A | 900.0-904.8
3 | White should put an immediate end to Black's central pawn duo with C takes D5. | Trắng nên chấm dứt ngay lập tức bộ đôi tốt trung tâm của Đen với C lấy D5. | N/A | 904.8-909.6
3 | Knight takes D5. | Hiệp sĩ lấy D5. | N/A | 909.6-911.44
3 | In exchange for opening the D-file for Black, White enjoys a semi-open C-file. | Để đổi lấy việc mở hồ sơ D cho Đen, Trắng được hưởng hồ sơ C nửa mở. | N/A | 911.44-916.92
3 | Black enjoys more space in the center and behind it the potential for more active | Màu đen thích nhiều không gian hơn ở trung tâm và đằng sau nó là tiềm năng hoạt động tích cực hơn | N/A | 916.92-920.8
3 | piece play. | chơi từng phần. | N/A | 920.8-921.8
3 | But White will try to prove the time advantage as well as piece pressure will have its say | Nhưng Trắng sẽ cố gắng chứng minh lợi thế về thời gian cũng như áp lực quân cờ sẽ có tiếng nói. | N/A | 921.8-925.76
3 | after Bishop G2. | sau Bishop G2. | N/A | 925.76-928.0
3 | Threatening the Knight on D5. | Đe dọa Hiệp sĩ ở D5. | N/A | 928.0-930.26
3 | Retreating the Knight to B6 is Black's most common choice, but in order to better understand | Rút quân Mã về B6 là lựa chọn thông dụng nhất của Đen, nhưng để hiểu rõ hơn | N/A | 930.26-934.88
3 | why this is the case, let's take a look at the natural response Bishop E6. | tại sao lại như vậy, chúng ta cùng xem phản ứng tự nhiên của Bishop E6 nhé. | N/A | 934.88-940.16
3 | Developing a piece while supporting the Knight, White continues with Knight f3. | Phát triển một quân cờ trong khi hỗ trợ Hiệp sĩ, White tiếp tục với Hiệp sĩ f3. | N/A | 940.16-944.96
3 | Attacking the E5 pawn, so Black defends the center with Knight c6. | Tấn công quân tốt E5 nên Đen phòng thủ trung tâm bằng Hiệp sĩ c6. | N/A | 944.96-949.84
3 | After White castles, White is ready to strike in the center with the thematic | Sau lâu đài Trắng, Trắng sẵn sàng tấn công vào trung tâm với chủ đề | N/A | 949.84-953.84
3 | pawn break D4. | cầm đồ D4. | N/A | 953.84-955.76
3 | So any normal move such as Bishop E7 is well met by D4. | Vì vậy bất kỳ động thái bình thường nào như Bishop E7 đều được D4 đáp ứng tốt. | N/A | 955.76-961.4
3 | Striking in the center and preparing to meet E takes D4, with Knight takes D4. | Đánh vào trung tâm và chuẩn bị gặp E lấy D4, với Knight lấy D4. | N/A | 961.4-967.12
3 | White's centralized Knight attacks the Knight on c6 as well as Light-squared Bishop on E6. | Hiệp sĩ tập trung của Trắng tấn công Hiệp sĩ ở c6 cũng như Bishop bình phương Ánh sáng trên E6. | N/A | 967.12-972.54
3 | This move also clears a path for the Light-squared Bishop exerting serious pressure on the long | Động thái này cũng dọn đường cho Light-squared Bishop gây áp lực nghiêm trọng về lâu dài. | N/A | 972.54-977.04
3 | diagonal. | đường chéo. | N/A | 977.04-978.76
3 | Black's position is already uncomfortable, so this is a position Black should avoid. | Vị trí của Đen vốn đã không thoải mái nên đây là vị trí mà Đen nên tránh. | N/A | 978.76-983.96
3 | Since D4 is a positional threat, what happens if Black tries to discourage this pawn break | Vì D4 là một mối đe dọa về vị trí, điều gì sẽ xảy ra nếu Đen cố gắng ngăn cản việc ăn chốt này | N/A | 983.96-988.92
3 | with Bishop c5? | với Giám mục c5? | N/A | 988.92-991.12
3 | This actually fails to prevent White from striking in the center thanks to the center Knight | Điều này thực sự không ngăn được Trắng tấn công vào trung tâm nhờ Hiệp sĩ ở trung tâm | N/A | 991.12-995.02
3 | fork trick, Knight takes E5. | lừa ngã ba, Knight lấy E5. | N/A | 995.02-998.44
3 | Destroying Black's pawn center, activating the Light-squared Bishop, and luring the | Phá hủy trung tâm cầm đồ của Đen, kích hoạt Tượng bình phương Ánh sáng và dụ quân | N/A | 998.44-1002.46
3 | enemy Knight into the center with Knight takes E5. | Hiệp sĩ địch vào trung tâm với Hiệp sĩ lấy E5. | N/A | 1002.46-1006.14
3 | When White is once again able to strike in the center with D4. | Khi Trắng một lần nữa có thể tấn công vào trung tâm với D4. | N/A | 1006.14-1010.52
3 | Threatening the Bishop in Knight with an excellent game for White. | Đe dọa Bishop trong Knight bằng một ván cờ xuất sắc dành cho Trắng. | N/A | 1010.56-1014.16
3 | The natural Bishop E6 allows White to prepare a well-timed pawn break with D4, leading to | Bishop E6 tự nhiên cho phép Trắng chuẩn bị một cuộc bẻ chốt đúng lúc với D4, dẫn đến | N/A | 1014.16-1019.36
3 | a comfortable game for White. | một ván đấu thoải mái cho Trắng. | N/A | 1019.36-1021.52
3 | Now we can better understand why Black's main response is Knight B6. | Bây giờ chúng ta có thể hiểu rõ hơn tại sao phản ứng chính của Đen lại là Hiệp sĩ B6. | N/A | 1021.52-1026.12
3 | Moving the threatened Knight to safety, while revealing the Queen's protection of the | Đưa Hiệp sĩ bị đe dọa đến nơi an toàn, đồng thời tiết lộ sự bảo vệ của Nữ hoàng đối với | N/A | 1026.12-1029.56
3 | D4 square. | hình vuông D4. | N/A | 1029.56-1031.12
3 | A popular continuation is Knight f3. | Sự tiếp nối phổ biến là Knight f3. | N/A | 1031.12-1034.4
3 | Threatening Black's center while also preparing a possible central pawn break with D4. | Đe dọa trung tâm của Đen đồng thời chuẩn bị một đòn ăn chốt có thể xảy ra ở trung tâm với D4. | N/A | 1034.4-1039.16
3 | Destroying Black decides to respond to both of these ideas with Knight c6. | Tiêu diệt Đen quyết định đáp lại cả hai ý tưởng này bằng Hiệp sĩ c6. | N/A | 1039.24-1043.56
3 | White typically remains flexible with the central pawns by castling. | Trắng thường vẫn linh hoạt với những con tốt trung tâm bằng cách nhập thành. | N/A | 1043.56-1047.24
3 | Let's follow a top-level game to get a sense of the typical ideas for both sides. | Hãy cùng theo dõi một trò chơi đỉnh cao để nắm được ý tưởng tiêu biểu của cả hai bên. | N/A | 1047.24-1052.48
3 | Grandmaster Veselin Topolov activated his Dark-squared Bishop with Bishop E7. | Đại kiện tướng Veselin Topolov đã kích hoạt Tượng bình phương tối của mình với Tượng E7. | N/A | 1052.48-1057.76
3 | Preparing to castle King's side. | Chuẩn bị vào lâu đài bên nhà vua. | N/A | 1057.76-1059.72
3 | His opponent, world champion Magnus Carlson, demonstrated a typical idea for White | Đối thủ của ông, nhà vô địch thế giới Magnus Carlson, đã thể hiện một ý tưởng điển hình cho Trắng | N/A | 1059.72-1064.28
3 | in the English, building a flank attack on the Queen's side, starting with A3. | trong tiếng Anh, xây dựng cuộc tấn công bên sườn quân Hậu, bắt đầu bằng A3. | N/A | 1064.28-1069.48
3 | Preparing to grab more space with B4 on the next move. | Chuẩn bị giành thêm không gian với B4 ở nước đi tiếp theo. | N/A | 1069.48-1073.12
3 | It's possible to prevent White's idea with A5, weakening the B5 square as well as removing | Có thể ngăn cản ý tưởng của Trắng bằng quân A5, làm suy yếu ô B5 cũng như loại bỏ | N/A | 1073.12-1078.44
3 | a defender of the Knight on B6. | một người bảo vệ Hiệp sĩ trên B6. | N/A | 1078.44-1081.04
3 | In this case White typically continues with D3, Bishop E3, and Rc1, building pressure | Trong trường hợp này, Trắng thường tiếp tục với D3, Bishop E3 ​​và Rc1, tạo áp lực | N/A | 1081.04-1087.28
3 | on the Queen's side. | về phía Nữ hoàng. | N/A | 1087.28-1089.04
3 | Black will likely castle, followed by centralizing the Light-squared Bishop with Bishop | Màu đen có thể sẽ vào lâu đài, tiếp theo là tập trung Tượng bình phương Ánh sáng với Tượng | N/A | 1089.04-1093.08
3 | E6, leading to complex play. | E6, dẫn đến lối chơi phức tạp. | N/A | 1093.08-1096.8
3 | Instead of spending a tempo on discouraging B4, Grandmaster Topolov decided to castle. | Thay vì dành thời gian để làm nản lòng B4, Đại kiện tướng Topolov quyết định nhập thành. | N/A | 1096.8-1103.08
3 | When after B4, it looks like B5 is a serious threat, removing the guard of the E5 pawn. | Khi sau B4, có vẻ như B5 là một mối đe dọa nghiêm trọng, loại bỏ sự phòng thủ của quân tốt E5. | N/A | 1103.08-1109.8
3 | But Grandmaster Topolov continued with the main response, Bishop E6. | Nhưng Grandmaster Topolov vẫn tiếp tục với câu trả lời chính là Bishop E6. | N/A | 1109.8-1115.24
3 | This is a clever move, trying to lure White into playing B5, when Black is prepared | Đây là một nước đi thông minh, nhằm dụ Trắng chơi B5, khi Đen đã chuẩn bị sẵn sàng. | N/A | 1115.24-1120.4
3 | to centralize the Knight with Knight D4. | để tập trung Hiệp sĩ với Hiệp sĩ D4. | N/A | 1120.4-1123.78
3 | White is still doing fine and may consider playing a move such as Rb1, but if White tries | Trắng vẫn chơi tốt và có thể cân nhắc chơi một nước đi như Rb1, nhưng nếu Trắng cố gắng | N/A | 1123.78-1128.66
3 | to grab a pawn with Knight takes E5, this is punished by Bishop B3. | bắt tốt với Knight mất E5, điều này bị Bishop B3 trừng phạt. | N/A | 1128.66-1134.84
3 | Suddenly White's Queen is short of squares, and unlike with the Rb1, when White can respond | Đột nhiên Nữ hoàng của Trắng thiếu ô vuông và không giống như Rb1, khi Trắng có thể đáp trả | N/A | 1134.84-1139.56
3 | with Rb3, White's Queen is forced to the E1 square, allowing Black to play the | với Rb3, Hậu của Trắng bị ép vào ô E1, cho phép Đen chơi | N/A | 1139.56-1145.48
3 | powerful Knight c2. | Hiệp sĩ mạnh mẽ c2. | N/A | 1145.48-1147.92
3 | Securing the Queen and Rook with a completely crushing position. | Bảo vệ quân Hậu và quân Xe trong thế bị đè bẹp hoàn toàn. | N/A | 1147.92-1151.88
3 | Instead of playing B5 immediately, Grandmaster Carlson calmly played Rb1. | Thay vì chơi B5 ngay lập tức, Đại kiện tướng Carlson bình tĩnh chơi Rb1. | N/A | 1151.88-1157.74
3 | Supporting the B4 pawn while eliminating any Knight D4 tricks as the Rook protects the | Hỗ trợ quân tốt B4 đồng thời loại bỏ mọi mánh khóe của Hiệp sĩ D4 vì Xe bảo vệ quân tốt | N/A | 1157.74-1162.28
3 | B3 square. | hình vuông B3. | N/A | 1162.28-1164.2
3 | This means that White is actually threatening B5, preparing to win the E5 pawn on the | Điều này có nghĩa là Trắng thực sự đang đe dọa B5, chuẩn bị thắng quân tốt E5 trên bàn cờ. | N/A | 1164.2-1168.8
3 | next move. | bước tiếp theo. | N/A | 1168.8-1170.28
3 | With this in mind, Black reinforces the center with F6. | Với suy nghĩ này, Đen củng cố trung tâm bằng F6. | N/A | 1170.28-1174.92
3 | Using the E5 square, preparing to meet B5, by once again centralizing the Knight with | Sử dụng ô E5, chuẩn bị gặp B5, bằng cách một lần nữa tập trung Hiệp sĩ với | N/A | 1174.92-1180.3600000000001
3 | Knight D4. | Hiệp sĩ D4. | N/A | 1180.3600000000001-1182.3600000000001
3 | Trading Knights allows Black to control more space with E takes D4, gaining a tempo against | Trading Knight cho phép Đen kiểm soát nhiều không gian hơn với E lấy D4, tăng nhịp độ so với | N/A | 1182.3600000000001-1187.32
3 | the Knight on C3. | Hiệp sĩ trên C3. | N/A | 1187.32-1189.4
3 | Once the Knight moves, Black will continue with Bishop D5, centralizing the Bishop | Khi Hiệp di chuyển, Đen sẽ tiếp tục với Tượng D5, tập trung Tượng | N/A | 1189.4-1193.96
3 | while trying to neutralize White's light-squared Bishop. | trong khi cố gắng vô hiệu hóa Bishop bình phương ánh sáng của White. | N/A | 1193.96-1197.3600000000001
3 | By once again, see the value of the Rook on B1. | Một lần nữa, hãy xem giá trị của Xe ở ô B1. | N/A | 1197.3600000000001-1199.92
4 | preventing any bishop b3 tricks. So white evicts the invading knight with e3. | ngăn chặn bất kỳ thủ đoạn giám mục b3. Vì vậy, màu trắng đuổi hiệp sĩ xâm lược bằng e3. | N/A | 1200.0-1205.04
4 | Initiating the exchange, knight takes f3 check. Bishop takes f3. | Bắt đầu trao đổi, hiệp sĩ kiểm tra f3. Bishop lấy f3. | N/A | 1205.76-1210.56
4 | The light-squared bishop makes its presence known, attacking the sensitive b7 pawn. | Quân tượng bình phương ánh sáng cho biết sự hiện diện của nó, tấn công con tốt b7 nhạy cảm. | N/A | 1211.36-1216.64
4 | One interesting option to explore is queen c8, defending the pawn on b7, | Một lựa chọn thú vị để khám phá là quân hậu c8, bảo vệ con tốt ở b7, | N/A | 1216.64-1221.6
4 | creating a queen bishop battery pointing toward white's king side. | tạo ra một đội quân nữ hoàng hướng về phía vua của quân trắng. | N/A | 1221.6-1225.04
4 | And this also clears the d8 square for black's rook, | Và điều này cũng xóa ô d8 của quân đen, | N/A | 1225.04-1228.08
4 | aligning with the enemy queen. In the game, Grandmaster Topolov decided to defend the | liên kết với nữ hoàng của đối phương. Trong trò chơi, Đại kiện tướng Topolov quyết định bảo vệ | N/A | 1228.08-1233.52
4 | pawn with rook b8, when Magnus advanced in the center with d4. | cầm đồ với xe b8, khi Magnus tiến vào trung tâm với d4. | N/A | 1233.52-1237.92
4 | Not minding an exchange of pawns with e takes d4, e takes d4. | Không quan tâm đến việc đổi quân tốt với e lấy d4, e lấy d4. | N/A | 1238.8-1243.52
4 | Accepting an isolated queen's pawn, but opening up a path for the dark-squared bishop, | Chấp nhận một con tốt của quân hậu bị cô lập, nhưng mở ra một con đường cho quân tượng hình vuông tối, | N/A | 1243.52-1248.0
4 | as well as opening up the e-file for white's rook. | cũng như mở file điện tử của quân trắng. | N/A | 1248.0-1250.56
4 | White is prepared to grab more space on the queen's side with a4 | Trắng đã chuẩn bị sẵn sàng để giành thêm không gian bên quân Hậu với a4 | N/A | 1251.44-1254.96
4 | and possibly gain a tempo against the knight with a5. | và có thể đạt được nhịp độ trước hiệp sĩ với a5. | N/A | 1254.96-1257.76
4 | In the game, black decided to support the e5 pawn with bishop d6. | Trong ván cờ, quân đen quyết định ủng hộ quân tốt e5 với quân tượng d6. | N/A | 1258.4-1262.8
4 | And another interesting idea is to play queen d7, | Và một ý tưởng thú vị khác là chơi nữ hoàng d7, | N/A | 1262.8-1265.76
4 | connecting the rooks on the back rank while activating the queen. | kết nối các quân xe ở hàng sau trong khi kích hoạt quân hậu. | N/A | 1265.76-1268.64
4 | White's position may be slightly more comfortable to play, | Vị trí của Trắng có thể thoải mái hơn một chút để chơi, | N/A | 1269.36-1272.16
4 | but black is certainly not without resources as well. | nhưng màu đen chắc chắn không phải là không có tài nguyên. | N/A | 1272.16-1274.88
4 | e5 is black's most critical response to the English, directly occupying the center, | e5 là phản ứng gay gắt nhất của người da đen đối với người Anh, trực tiếp chiếm giữ trung tâm, | N/A | 1277.28-1282.0
4 | challenging white's overall strategy to control the center from a distance. | thách thức chiến lược tổng thể của quân trắng nhằm kiểm soát trung tâm từ xa. | N/A | 1282.0-1285.52
4 | It's worth noting that if black is willing to face the queen's gambit, then we may see e6. | Điều đáng chú ý là nếu quân đen sẵn sàng đối mặt với quân hậu, thì chúng ta có thể thấy e6. | N/A | 1286.08-1290.8
4 | Crossing white's plan to dominate the central light squares, | Vượt qua kế hoạch thống trị quảng trường ánh sáng trung tâm của White, | N/A | 1291.44-1294.72
4 | preparing to meet knight c3 with d5. | chuẩn bị gặp hiệp sĩ c3 với d5. | N/A | 1294.72-1298.0
4 | Striking in the center, when white will likely transpose into the queen's gambit | Tấn công vào trung tâm, khi quân trắng có thể sẽ chuyển sang nước cờ của quân hậu | N/A | 1298.88-1302.72
4 | declined after d4. Transposing into one of the more solid openings | giảm sau d4. Chuyển sang một trong những lỗ mở vững chắc hơn | N/A | 1302.72-1307.2
4 | after white opens the game with d4 on the first move. | sau khi quân trắng mở ván đấu với d4 ở nước đi đầu tiên. | N/A | 1307.2-1310.16
4 | Another interesting way to fight for control over the central light squares is with c6. | Một cách thú vị khác để tranh giành quyền kiểm soát các ô ánh sáng trung tâm là với c6. | N/A | 1311.12-1315.36
4 | Limiting the scope of white's light-squared bishop if white continues with g3, in bishop g2. | Giới hạn phạm vi của giám mục bình phương ánh sáng của màu trắng nếu màu trắng tiếp tục với g3, trong giám mục g2. | N/A | 1316.24-1321.6
4 | White may decide to respond with e4, transposing into the caro con after d5. | Trắng có thể quyết định đáp lại bằng e4, chuyển sang caro con sau d5. | N/A | 1322.32-1327.6
4 | One of the more solid defenses against e4 on the first move. | Một trong những cách phòng thủ vững chắc hơn trước e4 ở lượt đi đầu tiên. | N/A | 1327.6-1331.12
4 | Just like playing against e6 on the first move, | Giống như chơi với e6 ở nước đi đầu tiên, | N/A | 1332.08-1335.04
